pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0266,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0267,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0268,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0269,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0270,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0271,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0272,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0273,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0274,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0275,Login & Auth Issue,"@SpotifyCares Can't sign in on Android 14, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Android 14, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0276,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0277,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0278,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0279,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0280,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0281,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0282,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0283,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0284,Login & Auth Issue,"@SpotifyCares Can't sign in on Android 14, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Android 14, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0285,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0286,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0287,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0288,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0289,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0290,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0291,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0292,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0293,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0294,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0295,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0296,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0297,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0298,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0299,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0300,Login & Auth Issue,"@SpotifyCares Can't sign in on MacBook Pro, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on MacBook Pro, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0301,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0302,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0303,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0304,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0305,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0306,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0307,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0308,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0309,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0310,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0311,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0312,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0313,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0314,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0315,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0316,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0317,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0318,Login & Auth Issue,"@SpotifyCares Can't sign in on MacBook Pro, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on MacBook Pro, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0319,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0320,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0321,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0322,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0323,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0324,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0325,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0326,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0327,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0328,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0329,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0330,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0331,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0332,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0333,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0334,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0335,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0336,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0337,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0338,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0339,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0340,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0341,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0342,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0343,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0344,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0345,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0346,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0347,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0348,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0349,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0350,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0351,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0352,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0353,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0354,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Windows 11 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0355,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0356,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0357,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0358,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0359,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0360,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0361,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0362,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0363,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
